UID,iso2,iso3,code3,Province_State,Country_Region,Lat,Long,Combined_Key,Population
72414,ES,ESP,724,Madrid,Spain,40.4168,-3.7038,"Madrid, Spain",6641649
72415,ES,ESP,724,Melilla,Spain,35.2923,-2.9381,"Melilla, Spain",84689
72416,ES,ESP,724,Murcia,Spain,37.9922,-1.1307,"Murcia, Spain",1487663
72417,ES,ESP,724,Navarra,Spain,42.6954,-1.6761,"Navarra, Spain",649946
72418,ES,ESP,724,Pais Vasco,Spain,42.9896,-2.6189,"Pais Vasco, Spain",2177880
72419,ES,ESP,724,La Rioja,Spain,42.2871,-2.5396,"La Rioja, Spain",313571
75201,SE,SWE,752,Blekinge,Sweden,56.2784,15.018,"Blekinge, Sweden",159606
75202,SE,SWE,752,Dalarna,Sweden,61.0917,14.6664,"Dalarna, Sweden",287966
75203,SE,SWE,752,Gavleborg,Sweden,61.3012,16.1534,"Gavleborg, Sweden",287382
75204,SE,SWE,752,Gotland,Sweden,57.4684,18.4867,"Gotland, Sweden",59686
75205,SE,SWE,752,Halland,Sweden,56.8967,12.8034,"Halland, Sweden",333848
75206,SE,SWE,752,Jamtland Harjedalen,Sweden,63.1712,14.9592,"Jamtland Harjedalen, Sweden",130810
75207,SE,SWE,752,Jonkoping,Sweden,57.3708,14.3439,"Jonkoping, Sweden",363599
75208,SE,SWE,752,Kalmar,Sweden,57.235,16.1849,"Kalmar, Sweden",245446
75209,SE,SWE,752,Kronoberg,Sweden,56.7183,14.4115,"Kronoberg, Sweden",201469
75210,SE,SWE,752,Norrbotten,Sweden,66.8309,20.3992,"Norrbotten, Sweden",250093
75211,SE,SWE,752,Orebro,Sweden,59.535,15.0066,"Orebro, Sweden",304805
75212,SE,SWE,752,Ostergotland,Sweden,58.3454,15.5198,"Ostergotland, Sweden",465495
75213,SE,SWE,752,Skane,Sweden,55.9903,13.5958,"Skane, Sweden",1377827
75214,SE,SWE,752,Sormland,Sweden,59.0336,16.7519,"Sormland, Sweden",297540
75215,SE,SWE,752,Stockholm,Sweden,59.6025,18.1384,"Stockholm, Sweden",2377081
75216,SE,SWE,752,Uppsala,Sweden,60.0092,17.2715,"Uppsala, Sweden",383713
75217,SE,SWE,752,Varmland,Sweden,59.7294,13.2354,"Varmland, Sweden",282414
75218,SE,SWE,752,Vasterbotten,Sweden,65.3337,16.5162,"Vasterbotten, Sweden",271736
75219,SE,SWE,752,Vasternorrland,Sweden,63.4276,17.7292,"Vasternorrland, Sweden",245347
75220,SE,SWE,752,Vastmanland,Sweden,59.6714,16.2159,"Vastmanland, Sweden",275845
75221,SE,SWE,752,Vastra Gotaland,Sweden,58.2528,13.0596,"Vastra Gotaland, Sweden",1725881
80401,UA,UKR,804,Cherkasy Oblast,Ukraine,49.4444,32.0598,"Cherkasy Oblast, Ukraine",1206351
80402,UA,UKR,804,Chernihiv Oblast,Ukraine,51.4982,31.2893,"Chernihiv Oblast, Ukraine",1005745
80403,UA,UKR,804,Chernivtsi Oblast,Ukraine,48.2917,25.9352,"Chernivtsi Oblast, Ukraine",904374
80404,UA,UKR,804,Crimea Republic*,Ukraine,45.2835,34.2008,"Crimea Republic*, Ukraine",1913731
80405,UA,UKR,804,Dnipropetrovsk Oblast,Ukraine,48.4647,35.0462,"Dnipropetrovsk Oblast, Ukraine",3206477
80406,UA,UKR,804,Donetsk Oblast,Ukraine,48.0159,37.8028,"Donetsk Oblast, Ukraine",4165901
80407,UA,UKR,804,Ivano-Frankivsk Oblast,Ukraine,48.9226,24.7111,"Ivano-Frankivsk Oblast, Ukraine",1373252
80408,UA,UKR,804,Kharkiv Oblast,Ukraine,49.9935,36.2304,"Kharkiv Oblast, Ukraine",2675598
80409,UA,UKR,804,Kherson Oblast,Ukraine,46.6354,32.6169,"Kherson Oblast, Ukraine",1037640
80410,UA,UKR,804,Khmelnytskyi Oblast,Ukraine,49.423,26.9871,"Khmelnytskyi Oblast, Ukraine",1264705
80411,UA,UKR,804,Kiev,Ukraine,50.4501,30.5234,"Kiev, Ukraine",2950800
80412,UA,UKR,804,Kiev Oblast,Ukraine,50.053,30.7667,"Kiev Oblast, Ukraine",1767940
80413,UA,UKR,804,Kirovohrad Oblast,Ukraine,48.5079,32.2623,"Kirovohrad Oblast, Ukraine",945549
80414,UA,UKR,804,Luhansk Oblast,Ukraine,48.574,39.3078,"Luhansk Oblast, Ukraine",2151833
80415,UA,UKR,804,Lviv Oblast,Ukraine,49.8397,24.0297,"Lviv Oblast, Ukraine",2522021
80416,UA,UKR,804,Mykolaiv Oblast,Ukraine,46.975,31.9946,"Mykolaiv Oblast, Ukraine",2522021
80417,UA,UKR,804,Odessa Oblast,Ukraine,46.4846,30.7326,"Odessa Oblast, Ukraine",2380308
80418,UA,UKR,804,Poltava Oblast,Ukraine,49.5883,34.5514,"Poltava Oblast, Ukraine",1400439
80419,UA,UKR,804,Rivne Oblast,Ukraine,50.6199,26.2516,"Rivne Oblast, Ukraine",1157301
80420,UA,UKR,804,Sevastopol*,Ukraine,44.6054,33.522,"Sevastopol*, Ukraine",443211
80421,UA,UKR,804,Sumy Oblast,Ukraine,50.9077,34.7981,"Sumy Oblast, Ukraine",1081418
80422,UA,UKR,804,Ternopil Oblast,Ukraine,49.5535,25.5948,"Ternopil Oblast, Ukraine",1045879
80423,UA,UKR,804,Vinnytsia Oblast,Ukraine,49.2331,28.4682,"Vinnytsia Oblast, Ukraine",1560394
80424,UA,UKR,804,Volyn Oblast,Ukraine,50.7472,25.3254,"Volyn Oblast, Ukraine",1035330
80425,UA,UKR,804,Zakarpattia Oblast,Ukraine,48.6208,22.2879,"Zakarpattia Oblast, Ukraine",1256802
80426,UA,UKR,804,Zaporizhia Oblast,Ukraine,47.8388,35.1396,"Zaporizhia Oblast, Ukraine",1705836
80427,UA,UKR,804,Zhytomyr Oblast,Ukraine,50.2547,28.6587,"Zhytomyr Oblast, Ukraine",1220193
82601,GB,GBR,826,England,United Kingdom,52.3555,-1.1743,"England, United Kingdom",55977200
82602,GB,GBR,826,Northern Ireland,United Kingdom,54.7877,-6.4923,"Northern Ireland, United Kingdom",1881600
82603,GB,GBR,826,Scotland,United Kingdom,56.4907,-4.2026,"Scotland, United Kingdom",5463300
82604,GB,GBR,826,Wales,United Kingdom,52.1307,-3.7837,"Wales, United Kingdom",3138600
60,BM,BMU,60,Bermuda,United Kingdom,32.3078,-64.7505,"Bermuda, United Kingdom",62273
92,VG,VGB,92,British Virgin Islands,United Kingdom,18.4207,-64.64,"British Virgin Islands, United Kingdom",30237
136,KY,CYM,136,Cayman Islands,United Kingdom,19.3133,-81.2546,"Cayman Islands, United Kingdom",65720
8261,GB,GBR,826,Channel Islands,United Kingdom,49.3723,-2.3644,"Channel Islands, United Kingdom",170499
831,GG,GGY,831,Guernsey,United Kingdom,49.448196,-2.58949,"Guernsey, United Kingdom",63000
832,JE,JEY,832,Jersey,United Kingdom,49.2138,-2.1358,"Jersey, United Kingdom",109300
238,FK,FLK,238,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,"Falkland Islands (Malvinas), United Kingdom",3483
292,GI,GIB,292,Gibraltar,United Kingdom,36.1408,-5.3536,"Gibraltar, United Kingdom",33691
833,IM,IMN,833,Isle of Man,United Kingdom,54.2361,-4.5481,"Isle of Man, United Kingdom",85032
500,MS,MSR,500,Montserrat,United Kingdom,16.742498,-62.187366,"Montserrat, United Kingdom",4999
796,TC,TCA,796,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,"Turks and Caicos Islands, United Kingdom",38718
612,PN,PCN,612,Pitcairn Islands,United Kingdom,-24.3768,-128.3242,"Pitcairn Islands, United Kingdom",67
660,AI,AIA,660,Anguilla,United Kingdom,18.2206,-63.0686,"Anguilla, United Kingdom",15002
654,SH,SHN,654,"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,-7.9467,-14.3559,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",5661
3601,AU,AUS,36,Australian Capital Territory,Australia,-35.4735,149.0124,"Australian Capital Territory, Australia",428100
3602,AU,AUS,36,New South Wales,Australia,-33.8688,151.2093,"New South Wales, Australia",8118000
3603,AU,AUS,36,Northern Territory,Australia,-12.4634,130.8456,"Northern Territory, Australia",245600
3604,AU,AUS,36,Queensland,Australia,-27.4698,153.0251,"Queensland, Australia",5115500
3605,AU,AUS,36,South Australia,Australia,-34.9285,138.6007,"South Australia, Australia",1756500
3606,AU,AUS,36,Tasmania,Australia,-42.8821,147.3272,"Tasmania, Australia",535500
3607,AU,AUS,36,Victoria,Australia,-37.8136,144.9631,"Victoria, Australia",6629900
3608,AU,AUS,36,Western Australia,Australia,-31.9505,115.8605,"Western Australia, Australia",2630600
12401,CA,CAN,124,Alberta,Canada,53.9333,-116.5765,"Alberta, Canada",4442879
12402,CA,CAN,124,British Columbia,Canada,53.7267,-127.6476,"British Columbia, Canada",5214805
12403,CA,CAN,124,Manitoba,Canada,53.7609,-98.8139,"Manitoba, Canada",1383765
12404,CA,CAN,124,New Brunswick,Canada,46.5653,-66.4619,"New Brunswick, Canada",789225
12405,CA,CAN,124,Newfoundland and Labrador,Canada,53.1355,-57.6604,"Newfoundland and Labrador, Canada",520553
12406,CA,CAN,124,Northwest Territories,Canada,64.8255,-124.8457,"Northwest Territories,Canada",45504
12407,CA,CAN,124,Nova Scotia,Canada,44.682,-63.7443,"Nova Scotia, Canada",992055
12408,CA,CAN,124,Ontario,Canada,51.2538,-85.3232,"Ontario, Canada",14826276
12409,CA,CAN,124,Prince Edward Island,Canada,46.5107,-63.4168,"Prince Edward Island, Canada",164318
12410,CA,CAN,124,Quebec,Canada,52.9399,-73.5491,"Quebec, Canada",8604495
12411,CA,CAN,124,Saskatchewan,Canada,52.9399,-106.4509,"Saskatchewan, Canada",1179844
12412,CA,CAN,124,Yukon,Canada,64.2823,-135,"Yukon, Canada",42986
12416,CA,CAN,124,Nunavut,Canada,70.2998,-83.1076,"Nunavut, Canada",39403
15601,CN,CHN,156,Anhui,China,31.8257,117.2264,"Anhui, China",61027171
15602,CN,CHN,156,Beijing,China,40.1824,116.4142,"Beijing, China",21893095
15603,CN,CHN,156,Chongqing,China,30.0572,107.874,"Chongqing, China",32054159
15604,CN,CHN,156,Fujian,China,26.0789,117.9874,"Fujian, China",41540086
15605,CN,CHN,156,Gansu,China,35.7518,104.2861,"Gansu, China",25019831
15606,CN,CHN,156,Guangdong,China,23.3417,113.4244,"Guangdong, China",126012510
15607,CN,CHN,156,Guangxi,China,23.8298,108.7881,"Guangxi, China",50126804
15608,CN,CHN,156,Guizhou,China,26.8154,106.8748,"Guizhou, China",38562148
15609,CN,CHN,156,Hainan,China,19.1959,109.7453,"Hainan, China",10081232
15610,CN,CHN,156,Hebei,China,37.8957,114.9042,"Hebei, China",74610235
15611,CN,CHN,156,Heilongjiang,China,47.862,127.7615,"Heilongjiang, China",31850088
15612,CN,CHN,156,Henan,China,33.882,113.614,"Henan, China",99365519
15613,CN,CHN,156,Hubei,China,30.9756,112.2707,"Hubei, China",57752557
15614,CN,CHN,156,Hunan,China,27.6104,111.7088,"Hunan, China",66444864
15615,CN,CHN,156,Inner Mongolia,China,44.0935,113.9448,"Inner Mongolia, China",24049155
15616,CN,CHN,156,Jiangsu,China,32.9711,119.455,"Jiangsu, China",84748016
15617,CN,CHN,156,Jiangxi,China,27.614,115.7221,"Jiangxi, China",45188635
15618,CN,CHN,156,Jilin,China,43.6661,126.1923,"Jilin, China",24073453
15619,CN,CHN,156,Liaoning,China,41.2956,122.6085,"Liaoning, China",42591407
15620,CN,CHN,156,Ningxia,China,37.2692,106.1655,"Ningxia, China",7202654
15621,CN,CHN,156,Qinghai,China,35.7452,95.9956,"Qinghai, China",5923957
15622,CN,CHN,156,Shaanxi,China,35.1917,108.8701,"Shaanxi, China",39528999
15623,CN,CHN,156,Shandong,China,36.3427,118.1498,"Shandong, China",101527453
15624,CN,CHN,156,Shanghai,China,31.202,121.4491,"Shanghai, China",24870895
15625,CN,CHN,156,Shanxi,China,37.5777,112.2922,"Shanxi, China",34915616
15626,CN,CHN,156,Sichuan,China,30.6171,102.7103,"Sichuan, China",83674866
15627,CN,CHN,156,Tianjin,China,39.3054,117.323,"Tianjin, China",13866009
15628,CN,CHN,156,Tibet,China,31.6927,88.0924,"Tibet, China",3648100
15629,CN,CHN,156,Xinjiang,China,41.1129,85.2401,"Xinjiang, China",25852345
15630,CN,CHN,156,Yunnan,China,24.974,101.487,"Yunnan, China",47209277
15631,CN,CHN,156,Zhejiang,China,29.1832,120.0934,"Zhejiang, China",64567588
344,HK,HKG,344,Hong Kong,China,22.3,114.2,"Hong Kong, China",7496988
446,MO,MAC,446,Macau,China,22.1667,113.55,"Macau, China",649342
16,AS,ASM,16,American Samoa,US,-14.271,-170.132,"American Samoa, US",55641
316,GU,GUM,316,Guam,US,13.4443,144.7937,"Guam, US",164229
580,MP,MNP,580,Northern Mariana Islands,US,15.0979,145.6739,"Northern Mariana Islands, US",55144
850,VI,VIR,850,Virgin Islands,US,18.3358,-64.8963,"Virgin Islands, US",107268
630,PR,PRI,630,Puerto Rico,US,18.2208,-66.5901,"Puerto Rico, US",3193694
84000001,US,USA,840,Alabama,US,32.3182,-86.9023,"Alabama, US",4903185
84000002,US,USA,840,Alaska,US,61.3707,-152.4044,"Alaska, US",731545
84000004,US,USA,840,Arizona,US,33.7298,-111.4312,"Arizona, US",7278717
84000005,US,USA,840,Arkansas,US,34.9697,-92.3731,"Arkansas, US",3017804
84000006,US,USA,840,California,US,36.1162,-119.6816,"California, US",39512223
84000008,US,USA,840,Colorado,US,39.0598,-105.3111,"Colorado, US",5758736
84000009,US,USA,840,Connecticut,US,41.5978,-72.7554,"Connecticut, US",3565287
84000010,US,USA,840,Delaware,US,39.3185,-75.5071,"Delaware, US",973764
84000011,US,USA,840,District of Columbia,US,38.8974,-77.0268,"District of Columbia, US",705749
84000012,US,USA,840,Florida,US,27.7663,-81.6868,"Florida, US",21477737
84000013,US,USA,840,Georgia,US,33.0406,-83.6431,"Georgia, US",10617423
84000015,US,USA,840,Hawaii,US,21.0943,-157.4983,"Hawaii, US",1415872
84000016,US,USA,840,Idaho,US,44.2405,-114.4788,"Idaho, US",1787065
84000017,US,USA,840,Illinois,US,40.3495,-88.9861,"Illinois, US",12671821
84000018,US,USA,840,Indiana,US,39.8494,-86.2583,"Indiana, US",6732219
84000019,US,USA,840,Iowa,US,42.0115,-93.2105,"Iowa, US",3155070
84000020,US,USA,840,Kansas,US,38.5266,-96.7265,"Kansas, US",2913314
84000021,US,USA,840,Kentucky,US,37.6681,-84.6701,"Kentucky, US",4467673
84000022,US,USA,840,Louisiana,US,31.1695,-91.8678,"Louisiana, US",4648794
84000023,US,USA,840,Maine,US,44.6939,-69.3819,"Maine, US",1344212
84000024,US,USA,840,Maryland,US,39.0639,-76.8021,"Maryland, US",6045680
84000025,US,USA,840,Massachusetts,US,42.2302,-71.5301,"Massachusetts, US",6892503
84000026,US,USA,840,Michigan,US,43.3266,-84.5361,"Michigan, US",9986857
84000027,US,USA,840,Minnesota,US,45.6945,-93.9002,"Minnesota, US",5639632
84000028,US,USA,840,Mississippi,US,32.7416,-89.6787,"Mississippi, US",2976149
84000029,US,USA,840,Missouri,US,38.4561,-92.2884,"Missouri, US",6137428
84000030,US,USA,840,Montana,US,46.9219,-110.4544,"Montana, US",1068778
84000031,US,USA,840,Nebraska,US,41.1254,-98.2681,"Nebraska, US",1934408
84000032,US,USA,840,Nevada,US,38.3135,-117.0554,"Nevada, US",3080156
84000033,US,USA,840,New Hampshire,US,43.4525,-71.5639,"New Hampshire, US",1359711
84000034,US,USA,840,New Jersey,US,40.2989,-74.521,"New Jersey, US",8882190
84000035,US,USA,840,New Mexico,US,34.8405,-106.2485,"New Mexico, US",2096829
84000036,US,USA,840,New York,US,42.1657,-74.9481,"New York, US",19453561
84000037,US,USA,840,North Carolina,US,35.6301,-79.8064,"North Carolina, US",10488084
84000038,US,USA,840,North Dakota,US,47.5289,-99.784,"North Dakota, US",762062
84000039,US,USA,840,Ohio,US,40.3888,-82.7649,"Ohio, US",11689100
84000040,US,USA,840,Oklahoma,US,35.5653,-96.9289,"Oklahoma, US",3956971
84000041,US,USA,840,Oregon,US,44.572,-122.0709,"Oregon, US",4217737
84000042,US,USA,840,Pennsylvania,US,40.5908,-77.2098,"Pennsylvania, US",12801989
84000044,US,USA,840,Rhode Island,US,41.6809,-71.5118,"Rhode Island, US",1059361
84000045,US,USA,840,South Carolina,US,33.8569,-80.945,"South Carolina, US",5148714
84000046,US,USA,840,South Dakota,US,44.2998,-99.4388,"South Dakota, US",884659
84000047,US,USA,840,Tennessee,US,35.7478,-86.6923,"Tennessee, US",6829174
84000048,US,USA,840,Texas,US,31.0545,-97.5635,"Texas, US",28995881
84000049,US,USA,840,Utah,US,40.15,-111.8624,"Utah, US",3205958
84000050,US,USA,840,Vermont,US,44.0459,-72.7107,"Vermont, US",623989
84000051,US,USA,840,Virginia,US,37.7693,-78.17,"Virginia, US",8535519
84000053,US,USA,840,Washington,US,47.4009,-121.4905,"Washington, US",7614893
84000054,US,USA,840,West Virginia,US,38.4912,-80.9545,"West Virginia, US",1792147
84000055,US,USA,840,Wisconsin,US,44.2685,-89.6165,"Wisconsin, US",5822434
84000056,US,USA,840,Wyoming,US,42.756,-107.3025,"Wyoming, US",578759
